"sample_label","analysis","name","value","region","site","transect","tree_number","horizon"
"COMPASS_Dec2021_075","IC","Magnesium_ug_g",28.28,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","IC","Calcium_ug_g",84.35,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","IC","Fluoride_ug_g",2.55,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","IC","Chloride_ug_g",16.2,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","IC","Sulfate_ug_g",41.83,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","IC","Nitrate_ug_g",208.16,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","IC","Phosphate_ug_g",9.03,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_076","IC","Sodium_ug_g",15.7,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","IC","Ammonia_ug_g",0,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","IC","Potassium_ug_g",27.65,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","IC","Magnesium_ug_g",16.59,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","IC","Calcium_ug_g",62.21,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","IC","Fluoride_ug_g",2.27,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","IC","Chloride_ug_g",8.1,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","IC","Sulfate_ug_g",27.94,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","IC","Nitrate_ug_g",159.56,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","IC","Phosphate_ug_g",0,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_077","IC","Sodium_ug_g",16.22,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","IC","Ammonia_ug_g",0,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","IC","Potassium_ug_g",42.24,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","IC","Magnesium_ug_g",14.97,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","IC","Calcium_ug_g",52.6,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","IC","Fluoride_ug_g",1.73,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","IC","Chloride_ug_g",7.68,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","IC","Sulfate_ug_g",18.53,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","IC","Nitrate_ug_g",210.32,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","IC","Phosphate_ug_g",3.46,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_078","IC","Sodium_ug_g",18.85,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","IC","Ammonia_ug_g",0,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","IC","Potassium_ug_g",102,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","IC","Magnesium_ug_g",28.68,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","IC","Calcium_ug_g",101.89,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","IC","Fluoride_ug_g",1.73,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","IC","Chloride_ug_g",29.61,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","IC","Sulfate_ug_g",27.29,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","IC","Nitrate_ug_g",365.46,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","IC","Phosphate_ug_g",0,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_079","IC","Sodium_ug_g",32.18,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","IC","Ammonia_ug_g",0,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","IC","Potassium_ug_g",17.14,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","IC","Magnesium_ug_g",19.73,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","IC","Calcium_ug_g",103.82,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","IC","Fluoride_ug_g",1.36,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","IC","Chloride_ug_g",9.62,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","IC","Sulfate_ug_g",74.97,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","IC","Nitrate_ug_g",350.3,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","IC","Phosphate_ug_g",0,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_080","IC","Sodium_ug_g",34.25,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","IC","Ammonia_ug_g",0,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","IC","Potassium_ug_g",3.62,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","IC","Magnesium_ug_g",17.98,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","IC","Calcium_ug_g",96.27,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","IC","Fluoride_ug_g",1.49,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","IC","Chloride_ug_g",5.96,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","IC","Sulfate_ug_g",43.51,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","IC","Nitrate_ug_g",343.79,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","IC","Phosphate_ug_g",0,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_081","IC","Sodium_ug_g",35.44,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","IC","Ammonia_ug_g",0,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","IC","Potassium_ug_g",16.38,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","IC","Magnesium_ug_g",19.42,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","IC","Calcium_ug_g",92.41,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","IC","Fluoride_ug_g",1.99,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","IC","Chloride_ug_g",12.17,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","IC","Sulfate_ug_g",42.58,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","IC","Nitrate_ug_g",322.51,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","IC","Phosphate_ug_g",0,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_082","IC","Sodium_ug_g",23.05,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","IC","Ammonia_ug_g",0,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","IC","Potassium_ug_g",17.18,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","IC","Magnesium_ug_g",23.61,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","IC","Calcium_ug_g",128.01,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","IC","Fluoride_ug_g",1.33,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","IC","Chloride_ug_g",7.54,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","IC","Sulfate_ug_g",92.66,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","IC","Nitrate_ug_g",163.26,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","IC","Phosphate_ug_g",0,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_083","IC","Sodium_ug_g",21.04,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","IC","Ammonia_ug_g",0,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","IC","Potassium_ug_g",9.43,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","IC","Magnesium_ug_g",15.58,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","IC","Calcium_ug_g",92.01,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","IC","Fluoride_ug_g",1.59,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","IC","Chloride_ug_g",2.68,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","IC","Sulfate_ug_g",85.16,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","IC","Nitrate_ug_g",145.31,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","IC","Phosphate_ug_g",0,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_084","IC","Sodium_ug_g",36.94,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","IC","Ammonia_ug_g",0,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","IC","Potassium_ug_g",7.63,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","IC","Magnesium_ug_g",16.13,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","IC","Calcium_ug_g",99.12,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","IC","Fluoride_ug_g",2.34,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","IC","Chloride_ug_g",7.02,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","IC","Sulfate_ug_g",132.49,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","IC","Nitrate_ug_g",180.14,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","IC","Phosphate_ug_g",0,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_085","IC","Sodium_ug_g",34.49,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","IC","Ammonia_ug_g",0,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","IC","Potassium_ug_g",35.51,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","IC","Magnesium_ug_g",26.52,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","IC","Calcium_ug_g",119.85,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","IC","Fluoride_ug_g",1.59,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","IC","Chloride_ug_g",2.32,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","IC","Sulfate_ug_g",65.07,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","IC","Nitrate_ug_g",479.54,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","IC","Phosphate_ug_g",0,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_086","IC","Sodium_ug_g",32.4,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","IC","Ammonia_ug_g",0,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","IC","Potassium_ug_g",6.36,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","IC","Magnesium_ug_g",18.36,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","IC","Calcium_ug_g",88.32,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","IC","Fluoride_ug_g",1.8,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","IC","Chloride_ug_g",9.12,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","IC","Sulfate_ug_g",80.16,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","IC","Nitrate_ug_g",252,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","IC","Phosphate_ug_g",0,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_087","IC","Sodium_ug_g",32.51,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","IC","Ammonia_ug_g",0,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","IC","Potassium_ug_g",30.88,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","IC","Magnesium_ug_g",29.26,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","IC","Calcium_ug_g",102.53,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","IC","Fluoride_ug_g",1.49,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","IC","Chloride_ug_g",14.22,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","IC","Sulfate_ug_g",81.67,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","IC","Nitrate_ug_g",381.27,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","IC","Phosphate_ug_g",0,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_088","IC","Sodium_ug_g",30.13,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","IC","Ammonia_ug_g",0,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","IC","Potassium_ug_g",1.2,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","IC","Magnesium_ug_g",33.12,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","IC","Calcium_ug_g",173.74,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","IC","Fluoride_ug_g",0.84,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","IC","Chloride_ug_g",17.1,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","IC","Sulfate_ug_g",526.35,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","IC","Nitrate_ug_g",60.26,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","IC","Phosphate_ug_g",0,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_089","IC","Sodium_ug_g",51.93,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","IC","Ammonia_ug_g",0,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","IC","Potassium_ug_g",22.77,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","IC","Magnesium_ug_g",59.57,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","IC","Calcium_ug_g",329.37,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","IC","Fluoride_ug_g",1.09,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","IC","Chloride_ug_g",29.47,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","IC","Sulfate_ug_g",874.1,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","IC","Nitrate_ug_g",273.54,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","IC","Phosphate_ug_g",0,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_090","IC","Sodium_ug_g",39.56,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","IC","Ammonia_ug_g",0,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","IC","Potassium_ug_g",7.39,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","IC","Magnesium_ug_g",46.57,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","IC","Calcium_ug_g",235.57,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","IC","Fluoride_ug_g",1.04,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","IC","Chloride_ug_g",21.79,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","IC","Sulfate_ug_g",711.63,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","IC","Nitrate_ug_g",119.86,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","IC","Phosphate_ug_g",0,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_091","IC","Sodium_ug_g",47.49,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","IC","Ammonia_ug_g",0,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","IC","Potassium_ug_g",9.37,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","IC","Magnesium_ug_g",68.74,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","IC","Calcium_ug_g",422.13,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","IC","Fluoride_ug_g",1.41,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","IC","Chloride_ug_g",27.65,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","IC","Sulfate_ug_g",1167.19,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","IC","Nitrate_ug_g",85.46,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","IC","Phosphate_ug_g",0,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_092","IC","Sodium_ug_g",41.19,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","IC","Ammonia_ug_g",0,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","IC","Potassium_ug_g",10.08,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","IC","Magnesium_ug_g",43.93,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","IC","Calcium_ug_g",235.21,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","IC","Fluoride_ug_g",0.75,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","IC","Chloride_ug_g",19.41,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","IC","Sulfate_ug_g",679.37,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","IC","Nitrate_ug_g",137.39,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","IC","Phosphate_ug_g",0,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_093","IC","Sodium_ug_g",44.61,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","IC","Ammonia_ug_g",0,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","IC","Potassium_ug_g",10.62,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","IC","Magnesium_ug_g",45.37,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","IC","Calcium_ug_g",289.03,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","IC","Fluoride_ug_g",1.67,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","IC","Chloride_ug_g",35.05,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","IC","Sulfate_ug_g",747.09,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","IC","Nitrate_ug_g",156.73,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","IC","Phosphate_ug_g",0,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_094","IC","Sodium_ug_g",48.73,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","IC","Ammonia_ug_g",0,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","IC","Potassium_ug_g",3.49,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","IC","Magnesium_ug_g",77.77,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","IC","Calcium_ug_g",506.85,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","IC","Fluoride_ug_g",1.95,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","IC","Chloride_ug_g",25.55,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","IC","Sulfate_ug_g",1402.28,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","IC","Nitrate_ug_g",170.35,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","IC","Phosphate_ug_g",0,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_095","IC","Sodium_ug_g",45.52,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","IC","Ammonia_ug_g",0,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","IC","Potassium_ug_g",10.02,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","IC","Magnesium_ug_g",64.69,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","IC","Calcium_ug_g",357.83,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","IC","Fluoride_ug_g",1.24,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","IC","Chloride_ug_g",22.26,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","IC","Sulfate_ug_g",1056.04,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","IC","Nitrate_ug_g",161.78,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","IC","Phosphate_ug_g",0,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_107","IC","Sodium_ug_g",21.91,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","IC","Ammonia_ug_g",3.24,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","IC","Potassium_ug_g",4.47,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","IC","Magnesium_ug_g",1.04,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","IC","Calcium_ug_g",5.51,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","IC","Fluoride_ug_g",1.04,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","IC","Chloride_ug_g",11.26,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","IC","Sulfate_ug_g",6.55,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","IC","Nitrate_ug_g",15.91,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","IC","Phosphate_ug_g",0,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_108","IC","Sodium_ug_g",14.76,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","IC","Ammonia_ug_g",0.6,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","IC","Potassium_ug_g",4.14,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","IC","Magnesium_ug_g",0.24,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","IC","Calcium_ug_g",3.42,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","IC","Fluoride_ug_g",0.84,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","IC","Chloride_ug_g",2.4,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","IC","Sulfate_ug_g",9.78,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","IC","Nitrate_ug_g",0.18,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","IC","Phosphate_ug_g",0,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_109","IC","Sodium_ug_g",11.59,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","IC","Ammonia_ug_g",0,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","IC","Potassium_ug_g",1.56,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","IC","Magnesium_ug_g",0.9,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","IC","Calcium_ug_g",3.96,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","IC","Fluoride_ug_g",0.42,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","IC","Chloride_ug_g",1.02,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","IC","Sulfate_ug_g",11.83,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","IC","Nitrate_ug_g",0,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","IC","Phosphate_ug_g",0,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_110","IC","Sodium_ug_g",15.66,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","IC","Ammonia_ug_g",0,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","IC","Potassium_ug_g",1.41,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","IC","Magnesium_ug_g",0.73,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","IC","Calcium_ug_g",3.49,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","IC","Fluoride_ug_g",0.49,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","IC","Chloride_ug_g",0.98,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","IC","Sulfate_ug_g",10.95,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","IC","Nitrate_ug_g",1.53,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","IC","Phosphate_ug_g",0,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_111","IC","Sodium_ug_g",12.89,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","IC","Ammonia_ug_g",0,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","IC","Potassium_ug_g",8.49,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","IC","Magnesium_ug_g",2.87,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","IC","Calcium_ug_g",13.01,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","IC","Fluoride_ug_g",1.16,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","IC","Chloride_ug_g",0,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","IC","Sulfate_ug_g",10.02,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","IC","Nitrate_ug_g",4.52,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","IC","Phosphate_ug_g",0,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_112","IC","Sodium_ug_g",15.04,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","IC","Ammonia_ug_g",0,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","IC","Potassium_ug_g",0.55,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","IC","Magnesium_ug_g",9.25,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","IC","Calcium_ug_g",33.74,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","IC","Fluoride_ug_g",3.04,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","IC","Chloride_ug_g",2.55,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","IC","Sulfate_ug_g",17.39,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","IC","Nitrate_ug_g",35.32,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","IC","Phosphate_ug_g",0,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_113","IC","Sodium_ug_g",13.35,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","IC","Ammonia_ug_g",0,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","IC","Potassium_ug_g",9.6,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","IC","Magnesium_ug_g",2.65,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","IC","Calcium_ug_g",8.62,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","IC","Fluoride_ug_g",0.37,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","IC","Chloride_ug_g",0.31,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","IC","Sulfate_ug_g",12.86,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","IC","Nitrate_ug_g",5.78,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","IC","Phosphate_ug_g",0,"WLE","OWC","transition","121","B"
