[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	8/9/2022 10:26:48 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC	DOC_CMPS_KFP_0232	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:19:36 PM	1	3	NPOC	38.23	37.53	10.91	10.71	NPOC:10.71mg/L	NPOC:10.71mg/L	*******	0.6102	1.63	0.1742	1.63	12	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0233	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:27:28 PM	1	1	NPOC	35.69	35.94	10.19	10.26	NPOC:10.26mg/L	NPOC:10.26mg/L	*******	0.6652	1.85	0.1899	1.85	13	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0233	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:30:09 PM	1	2	NPOC	35.43	35.94	10.11	10.26	NPOC:10.26mg/L	NPOC:10.26mg/L	*******	0.6652	1.85	0.1899	1.85	13	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0233	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:32:53 PM	1	3	NPOC	36.69	35.94	10.47	10.26	NPOC:10.26mg/L	NPOC:10.26mg/L	*******	0.6652	1.85	0.1899	1.85	13	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0234	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:40:45 PM	1	1	NPOC	25.21	25.40	7.196	7.250	NPOC:7.250mg/L	NPOC:7.250mg/L	*******	0.1652	0.65	0.04716	0.65	14	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0234	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:43:17 PM	1	2	NPOC	25.51	25.40	7.281	7.250	NPOC:7.250mg/L	NPOC:7.250mg/L	*******	0.1652	0.65	0.04716	0.65	14	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0234	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:45:48 PM	1	3	NPOC	25.48	25.40	7.273	7.250	NPOC:7.250mg/L	NPOC:7.250mg/L	*******	0.1652	0.65	0.04716	0.65	14	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0235	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:53:39 PM	1	1	NPOC	29.78	30.16	8.500	8.608	NPOC:8.608mg/L	NPOC:8.608mg/L	*******	0.3907	1.30	0.1115	1.30	15	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0235	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:56:13 PM	1	2	NPOC	30.13	30.16	8.600	8.608	NPOC:8.608mg/L	NPOC:8.608mg/L	*******	0.3907	1.30	0.1115	1.30	15	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0235	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 8:58:52 PM	1	3	NPOC	30.56	30.16	8.723	8.608	NPOC:8.608mg/L	NPOC:8.608mg/L	*******	0.3907	1.30	0.1115	1.30	15	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0236	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:06:24 PM	1	1	NPOC	9.098	9.083	2.597	2.593	NPOC:2.593mg/L	NPOC:2.593mg/L	*******	0.1252	1.38	0.03573	1.38	16	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0236	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:08:42 PM	1	2	NPOC	8.585	9.083	2.450	2.593	NPOC:2.593mg/L	NPOC:2.593mg/L	*******	0.1252	1.38	0.03573	1.38	16	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0236	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:11:07 PM	1	3	NPOC	8.951	9.083	2.555	2.593	NPOC:2.593mg/L	NPOC:2.593mg/L	*******	0.1252	1.38	0.03573	1.38	16	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0236	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:13:31 PM	1	4	NPOC	9.200	9.083	2.626	2.593	NPOC:2.593mg/L	NPOC:2.593mg/L	*******	0.1252	1.38	0.03573	1.38	16	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0237	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:21:28 PM	1	1	NPOC	10.91	9.401	3.114	2.683	NPOC:2.683mg/L	NPOC:2.683mg/L	*******	0.1404	1.49	0.04008	1.49	17	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0237	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:23:47 PM	1	2	NPOC	9.240	9.401	2.637	2.683	NPOC:2.683mg/L	NPOC:2.683mg/L	*******	0.1404	1.49	0.04008	1.49	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0237	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:26:08 PM	1	3	NPOC	9.496	9.401	2.710	2.683	NPOC:2.683mg/L	NPOC:2.683mg/L	*******	0.1404	1.49	0.04008	1.49	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0237	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:28:28 PM	1	4	NPOC	9.468	9.401	2.702	2.683	NPOC:2.683mg/L	NPOC:2.683mg/L	*******	0.1404	1.49	0.04008	1.49	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0238	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:36:05 PM	1	1	NPOC	10.21	10.21	2.914	2.913	NPOC:2.913mg/L	NPOC:2.913mg/L	*******	0.1050	1.03	0.02998	1.03	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0238	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:38:21 PM	1	2	NPOC	10.10	10.21	2.883	2.913	NPOC:2.913mg/L	NPOC:2.913mg/L	*******	0.1050	1.03	0.02998	1.03	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0238	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:40:49 PM	1	3	NPOC	10.31	10.21	2.943	2.913	NPOC:2.913mg/L	NPOC:2.913mg/L	*******	0.1050	1.03	0.02998	1.03	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0239	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:48:28 PM	1	1	NPOC	8.899	8.784	2.540	2.507	NPOC:2.507mg/L	NPOC:2.507mg/L	*******	0.1001	1.14	0.02858	1.14	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0239	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:50:53 PM	1	2	NPOC	8.445	8.784	2.410	2.507	NPOC:2.507mg/L	NPOC:2.507mg/L	*******	0.1001	1.14	0.02858	1.14	19	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0239	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:53:22 PM	1	3	NPOC	8.737	8.784	2.494	2.507	NPOC:2.507mg/L	NPOC:2.507mg/L	*******	0.1001	1.14	0.02858	1.14	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0239	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 9:55:41 PM	1	4	NPOC	8.716	8.784	2.488	2.507	NPOC:2.507mg/L	NPOC:2.507mg/L	*******	0.1001	1.14	0.02858	1.14	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0240	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:03:20 PM	1	1	NPOC	9.562	9.685	2.729	2.764	NPOC:2.764mg/L	NPOC:2.764mg/L	*******	0.1471	1.52	0.04200	1.52	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0240	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:05:45 PM	1	2	NPOC	9.645	9.685	2.753	2.764	NPOC:2.764mg/L	NPOC:2.764mg/L	*******	0.1471	1.52	0.04200	1.52	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0240	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:08:07 PM	1	3	NPOC	9.848	9.685	2.811	2.764	NPOC:2.764mg/L	NPOC:2.764mg/L	*******	0.1471	1.52	0.04200	1.52	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0241	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:15:26 PM	1	1	NPOC	1.701	1.827	0.4855	0.5216	NPOC:0.5216mg/L	NPOC:0.5216mg/L	*******	0.1136	6.22	0.03242	6.22	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0241	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:17:34 PM	1	2	NPOC	2.294	1.827	0.6548	0.5216	NPOC:0.5216mg/L	NPOC:0.5216mg/L	*******	0.1136	6.22	0.03242	6.22	21	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0241	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:19:42 PM	1	3	NPOC	1.921	1.827	0.5483	0.5216	NPOC:0.5216mg/L	NPOC:0.5216mg/L	*******	0.1136	6.22	0.03242	6.22	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0241	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:21:50 PM	1	4	NPOC	1.860	1.827	0.5309	0.5216	NPOC:0.5216mg/L	NPOC:0.5216mg/L	*******	0.1136	6.22	0.03242	6.22	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0241	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:24:17 PM	1	5	NPOC	2.150	1.827	0.6137	0.5216	NPOC:0.5216mg/L	NPOC:0.5216mg/L	*******	0.1136	6.22	0.03242	6.22	21	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0242	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:31:48 PM	1	1	NPOC	1.680	1.769	0.4795	0.5049	NPOC:0.5049mg/L	NPOC:0.5049mg/L	*******	0.1235	6.98	0.03525	6.98	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0242	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:33:56 PM	1	2	NPOC	1.717	1.769	0.4901	0.5049	NPOC:0.5049mg/L	NPOC:0.5049mg/L	*******	0.1235	6.98	0.03525	6.98	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0242	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:36:04 PM	1	3	NPOC	2.162	1.769	0.6171	0.5049	NPOC:0.5049mg/L	NPOC:0.5049mg/L	*******	0.1235	6.98	0.03525	6.98	22	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0242	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:38:12 PM	1	4	NPOC	1.979	1.769	0.5649	0.5049	NPOC:0.5049mg/L	NPOC:0.5049mg/L	*******	0.1235	6.98	0.03525	6.98	22	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0242	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:40:24 PM	1	5	NPOC	1.910	1.769	0.5452	0.5049	NPOC:0.5049mg/L	NPOC:0.5049mg/L	*******	0.1235	6.98	0.03525	6.98	22	0	50	1.000	
Unknown	NPOC	DIW	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:48:12 PM	1	1	NPOC	1.678	1.744	0.4789	0.4977	NPOC:0.4977mg/L	NPOC:0.4977mg/L	*******	0.05980	3.43	0.01707	3.43	82	0	50	1.000	
Unknown	NPOC	DIW	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:50:20 PM	1	2	NPOC	1.514	1.744	0.4321	0.4977	NPOC:0.4977mg/L	NPOC:0.4977mg/L	*******	0.05980	3.43	0.01707	3.43	82	1	50	1.000	
Unknown	NPOC	DIW	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:52:31 PM	1	3	NPOC	2.004	1.744	0.5720	0.4977	NPOC:0.4977mg/L	NPOC:0.4977mg/L	*******	0.05980	3.43	0.01707	3.43	82	1	50	1.000	
Unknown	NPOC	DIW	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:54:39 PM	1	4	NPOC	1.758	1.744	0.5018	0.4977	NPOC:0.4977mg/L	NPOC:0.4977mg/L	*******	0.05980	3.43	0.01707	3.43	82	0	50	1.000	
Unknown	NPOC	DIW	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 10:56:52 PM	1	5	NPOC	1.795	1.744	0.5123	0.4977	NPOC:0.4977mg/L	NPOC:0.4977mg/L	*******	0.05980	3.43	0.01707	3.43	82	0	50	1.000	
Unknown	NPOC	chkstd-5ppm	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:04:42 PM	1	1	NPOC	16.25	16.35	4.638	4.666	NPOC:4.666mg/L	NPOC:4.666mg/L	*******	0.08505	0.52	0.02428	0.52	83	0	50	1.000	
Unknown	NPOC	chkstd-5ppm	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:07:11 PM	1	2	NPOC	16.41	16.35	4.684	4.666	NPOC:4.666mg/L	NPOC:4.666mg/L	*******	0.08505	0.52	0.02428	0.52	83	0	50	1.000	
Unknown	NPOC	chkstd-5ppm	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:09:35 PM	1	3	NPOC	16.38	16.35	4.675	4.666	NPOC:4.666mg/L	NPOC:4.666mg/L	*******	0.08505	0.52	0.02428	0.52	83	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0243	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:17:55 PM	1	1	NPOC	37.41	37.29	10.68	10.64	NPOC:10.64mg/L	NPOC:10.64mg/L	*******	0.4382	1.18	0.1251	1.18	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0243	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:20:39 PM	1	2	NPOC	36.80	37.29	10.50	10.64	NPOC:10.64mg/L	NPOC:10.64mg/L	*******	0.4382	1.18	0.1251	1.18	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0243	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:23:25 PM	1	3	NPOC	37.65	37.29	10.75	10.64	NPOC:10.64mg/L	NPOC:10.64mg/L	*******	0.4382	1.18	0.1251	1.18	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0244	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:31:19 PM	1	1	NPOC	36.29	37.11	10.36	10.59	NPOC:10.59mg/L	NPOC:10.59mg/L	*******	0.7130	1.92	0.2035	1.92	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0244	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:33:55 PM	1	2	NPOC	36.16	37.11	10.32	10.59	NPOC:10.59mg/L	NPOC:10.59mg/L	*******	0.7130	1.92	0.2035	1.92	24	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0244	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:36:37 PM	1	3	NPOC	37.52	37.11	10.71	10.59	NPOC:10.59mg/L	NPOC:10.59mg/L	*******	0.7130	1.92	0.2035	1.92	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0244	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:39:34 PM	1	4	NPOC	37.53	37.11	10.71	10.59	NPOC:10.59mg/L	NPOC:10.59mg/L	*******	0.7130	1.92	0.2035	1.92	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0245	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:47:22 PM	1	1	NPOC	34.53	34.83	9.856	9.942	NPOC:9.942mg/L	NPOC:9.942mg/L	*******	0.4579	1.31	0.1307	1.31	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0245	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:50:12 PM	1	2	NPOC	34.61	34.83	9.879	9.942	NPOC:9.942mg/L	NPOC:9.942mg/L	*******	0.4579	1.31	0.1307	1.31	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0245	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/8/2022 11:52:59 PM	1	3	NPOC	35.36	34.83	10.09	9.942	NPOC:9.942mg/L	NPOC:9.942mg/L	*******	0.4579	1.31	0.1307	1.31	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0246	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:00:58 AM	1	1	NPOC	38.67	39.10	11.04	11.16	NPOC:11.16mg/L	NPOC:11.16mg/L	*******	0.7767	1.99	0.2217	1.99	26	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0246	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:03:34 AM	1	2	NPOC	37.18	39.10	10.61	11.16	NPOC:11.16mg/L	NPOC:11.16mg/L	*******	0.7767	1.99	0.2217	1.99	26	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0246	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:06:20 AM	1	3	NPOC	38.64	39.10	11.03	11.16	NPOC:11.16mg/L	NPOC:11.16mg/L	*******	0.7767	1.99	0.2217	1.99	26	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0246	Untitled	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_08_15_32_40.cal	1.00			8/9/2022 12:09:03 AM	1	4	NPOC	40.00	39.10	11.42	11.16	NPOC:11.16mg/L	NPOC:11.16mg/L	*******	0.7767	1.99	0.2217	1.99	26	0	50	1.000	
